Gender,Age,Experience,Education Level,Test Score,Selected
Other,39,16,Bachelor,49,1
Other,49,20,High School,84,1
Other,26,28,High School,95,1
Female,34,23,PhD,65,0
Female,42,13,High School,66,0
Female,33,4,Master,69,1
Other,50,10,Bachelor,46,0
Female,19,3,Bachelor,50,1
Female,56,13,Bachelor,43,1
Male,59,4,Master,61,1
Female,29,7,Bachelor,85,0
Female,51,2,Bachelor,88,0
Other,42,3,Bachelor,40,0
Other,31,10,Diploma,60,0
Other,26,4,Bachelor,42,1
Other,47,8,Diploma,84,0
Other,29,20,Diploma,55,1
Other,27,14,PhD,62,1
Female,41,14,Bachelor,85,0
Other,51,6,PhD,97,1
Other,29,5,High School,90,1
Male,43,26,Master,66,1
Female,49,20,Bachelor,68,0
Female,52,1,PhD,63,0
Female,30,29,PhD,57,0
Other,36,10,High School,69,0
Other,30,5,PhD,87,0
Other,39,26,High School,86,1
Male,40,7,PhD,53,0
Other,18,12,High School,51,0
Male,25,23,High School,85,0
Female,56,18,PhD,56,1
Other,51,2,Bachelor,98,0
Male,30,2,Master,65,0
Male,58,4,High School,54,0
Other,27,20,High School,49,0
Female,20,20,PhD,96,1
Female,45,23,Master,96,1
Female,44,5,High School,45,0
Male,38,22,Bachelor,40,1
Male,28,14,PhD,74,0
Male,41,28,PhD,47,1
Male,29,29,Master,51,0
Female,24,27,High School,53,0
Other,59,0,Diploma,52,0
Male,49,14,Bachelor,58,1
Male,27,22,High School,98,1
Female,45,28,Bachelor,65,0
Other,43,26,High School,49,0
Other,46,5,Diploma,65,1
Female,44,15,Master,72,1
Female,27,22,Master,97,1
Other,21,26,Master,80,0
Male,59,17,High School,80,0
Other,39,4,High School,51,0
Female,27,0,Bachelor,73,0
Male,21,19,Master,81,1
Male,24,16,Diploma,42,0
Female,40,25,High School,54,1
Female,20,15,High School,69,0
Female,41,7,High School,92,0
Other,54,24,High School,40,0
Other,47,6,High School,63,0
Male,58,28,Master,61,0
Female,29,5,Bachelor,54,1
Male,38,1,Bachelor,91,1
Male,34,22,Bachelor,42,0
Male,20,5,High School,67,0
Male,32,2,Bachelor,55,1
Female,53,12,Diploma,91,0
Male,49,28,Master,86,1
Female,26,25,Master,72,0
Female,57,21,PhD,47,0
Other,39,27,Master,84,1
Female,53,12,Master,75,0
Other,49,4,Master,52,0
Female,22,3,High School,71,0
Female,58,16,High School,91,0
Female,21,21,Bachelor,74,0
Other,22,17,Master,71,0
Other,24,27,Diploma,53,1
Male,28,8,Bachelor,84,0
Other,56,27,High School,96,0
Other,23,15,Bachelor,98,1
Other,46,4,Master,64,0
Other,34,8,High School,43,1
Male,45,24,PhD,54,0
Other,55,28,Master,85,1
Female,36,18,Master,60,0
Female,29,10,High School,59,1
Other,55,25,Bachelor,96,0
Other,36,18,High School,93,0
Female,50,11,Diploma,69,0
Female,22,12,High School,78,1
Male,18,3,Bachelor,82,0
Female,52,0,Diploma,92,0
Female,52,6,Diploma,52,1
Other,48,1,Bachelor,76,1
Female,53,3,Bachelor,46,1
Male,57,18,Bachelor,97,1
Female,52,4,High School,66,0
Other,57,10,High School,45,0
Other,29,14,High School,74,0
Female,35,12,High School,55,0
Other,45,18,Bachelor,66,0
Male,30,29,High School,95,0
Male,47,26,Bachelor,40,1
Female,57,1,High School,69,0
Female,34,27,Diploma,75,0
Female,26,28,Master,40,1
Other,56,26,PhD,86,1
Male,39,18,Bachelor,57,0
Male,32,7,High School,57,1
Other,46,5,PhD,72,1
Male,33,21,PhD,79,1
Female,37,10,Master,69,0
Female,42,15,Master,40,1
Female,57,16,High School,43,1
Male,41,15,High School,71,0
Female,33,0,Diploma,42,0
Other,33,26,High School,87,0
Other,42,14,High School,88,1
Male,18,21,Bachelor,70,0
Other,50,6,High School,57,0
Other,24,8,Master,86,0
Male,55,3,PhD,96,0
Female,45,29,High School,58,0
Female,56,17,PhD,98,1
Female,45,7,Bachelor,75,0
Male,49,11,PhD,68,1
Other,41,26,PhD,78,1
Female,25,5,PhD,90,0
Female,49,27,Diploma,75,0
Male,45,3,Diploma,77,0
Female,20,18,Master,41,1
Male,24,11,High School,63,0
Other,23,2,Diploma,54,0
Male,46,28,High School,58,1
Male,31,11,Bachelor,42,1
Male,57,25,PhD,40,0
Male,36,21,Master,90,0
Other,42,29,PhD,92,0
Other,54,13,Master,99,0
Female,35,8,Master,66,1
Other,21,11,High School,41,0
Other,18,16,High School,69,0
Female,50,15,Bachelor,71,1
Other,45,17,PhD,92,0
Male,58,27,Bachelor,57,0
Male,36,29,High School,44,1
Female,50,8,High School,80,1
Female,32,29,PhD,52,1
Female,40,13,Bachelor,78,1
Male,46,21,Bachelor,97,1
Other,56,11,Bachelor,95,0
Male,31,3,Bachelor,89,1
Female,47,1,High School,70,1
Other,19,22,Diploma,92,1
Other,30,0,Master,55,0
Male,57,0,Diploma,44,0
Female,45,16,Diploma,70,0
Male,48,18,PhD,65,1
Other,29,3,Bachelor,79,0
Male,30,22,Bachelor,87,1
Male,20,11,Diploma,46,0
Female,46,20,Diploma,97,0
Female,47,17,High School,72,0
Other,29,9,High School,83,1
Male,38,18,Master,42,1
Male,19,0,Bachelor,43,0
Male,33,27,Diploma,90,1
Other,49,0,Master,90,1
Other,45,0,Master,92,1
Female,26,14,PhD,46,0
Female,34,26,Bachelor,80,0
Female,36,25,Bachelor,75,1
Male,24,18,PhD,87,1
Male,53,16,High School,91,1
Female,57,0,Bachelor,85,0
Male,18,26,Diploma,89,0
Female,59,19,PhD,77,0
Other,53,10,PhD,86,1
Female,56,25,Master,57,0
Other,18,22,Master,92,1
Male,41,12,PhD,76,1
Female,27,17,Master,74,0
Male,28,9,Bachelor,93,1
Other,55,4,PhD,61,0
Other,39,12,Master,61,1
Other,48,12,Diploma,71,0
Male,18,9,High School,59,1
Male,58,26,Bachelor,81,0
Male,28,9,Master,44,1
Male,23,21,High School,85,0
Other,34,13,High School,52,1
Other,31,2,High School,92,0
Female,49,5,Master,84,1
Female,37,26,High School,90,0
Male,21,7,Diploma,85,1
Other,56,26,Master,79,1
Other,39,11,Bachelor,96,1
Other,46,15,Master,46,0
Female,59,24,High School,82,0
Female,54,0,High School,40,0
Other,30,11,High School,42,0
Other,32,15,PhD,62,0
Other,52,11,PhD,93,0
Female,42,3,High School,75,0
Other,20,20,PhD,95,0
Other,29,29,Master,76,0
Male,31,21,PhD,78,1
Male,57,15,PhD,66,1
Female,49,24,Master,90,1
Other,21,17,PhD,98,0
Other,46,10,High School,60,1
Male,48,11,Master,45,1
Female,49,7,Diploma,62,0
Male,41,29,Bachelor,45,0
Male,28,21,Bachelor,73,1
Male,47,15,Diploma,69,0
Male,36,7,Diploma,82,1
Other,53,16,Master,80,0
Other,23,19,High School,87,1
Male,19,1,Master,49,0
Female,56,1,PhD,69,1
Female,36,26,Master,53,0
Female,57,29,Bachelor,44,0
Female,35,5,PhD,95,0
Male,58,21,Diploma,47,0
Other,53,2,PhD,47,0
Female,37,29,Master,62,0
Male,54,20,Master,45,1
Female,18,5,Diploma,54,1
Female,40,7,High School,82,0
Male,55,27,Diploma,52,0
Other,37,26,Diploma,82,0
Other,21,20,Diploma,79,0
Male,55,6,Bachelor,70,0
Other,22,10,High School,59,0
Male,23,16,PhD,81,1
Male,43,2,Diploma,79,0
Male,18,16,Diploma,99,0
Other,32,6,High School,84,1
Male,33,15,Master,84,1
Female,40,4,High School,43,0
Other,58,4,Master,71,1
Other,39,10,High School,71,1
Other,22,21,High School,65,0
Other,22,0,Master,68,1
Female,23,23,Bachelor,68,0
Other,19,5,Master,66,0
Other,27,12,Bachelor,66,0
Male,53,8,Bachelor,42,1
Other,52,22,Bachelor,87,1
Female,40,20,Master,62,0
Female,33,22,Bachelor,71,0
Female,54,1,Bachelor,51,0
Female,59,27,Bachelor,40,0
Other,52,7,PhD,59,0
Other,57,20,High School,68,1
Female,33,13,Diploma,97,0
Female,22,3,PhD,53,0
Other,28,4,Master,47,1
Female,46,3,High School,95,1
Male,28,5,PhD,65,0
Female,33,25,PhD,76,0
Female,42,2,Bachelor,51,0
Male,20,6,PhD,65,0
Male,20,10,PhD,50,0
Other,18,7,Master,47,0
Other,29,4,Bachelor,71,0
Male,24,10,Bachelor,87,0
Male,49,22,Diploma,98,1
Other,39,28,PhD,79,0
Female,29,21,Diploma,70,1
Male,23,12,PhD,56,0
Other,55,29,Diploma,63,0
Female,56,26,Master,61,1
Male,55,16,Master,95,0
Female,58,10,PhD,57,0
Other,38,28,High School,94,1
Male,45,19,High School,61,0
Female,49,13,Diploma,98,1
Male,44,12,Diploma,64,0
Female,32,22,Bachelor,96,1
Other,50,29,Bachelor,64,1
Other,49,11,Bachelor,87,0
Male,51,3,PhD,87,1
Female,24,29,Diploma,72,0
Male,30,0,High School,96,0
Male,56,14,Bachelor,96,0
Female,23,7,PhD,90,0
Female,26,26,Master,81,0
Female,59,26,High School,87,1
Other,21,29,Bachelor,90,1
Male,47,5,Master,74,0
Male,45,25,Master,91,0
Other,38,13,Bachelor,53,1
Female,29,6,Master,54,0
Other,30,11,Bachelor,75,1
Other,30,13,Bachelor,67,0
Other,44,11,PhD,74,0
Male,45,16,PhD,86,0
Other,35,8,Diploma,60,0
Male,54,26,PhD,54,1
Male,33,18,High School,54,0
Male,38,5,Diploma,92,0
Female,27,7,PhD,99,0
Male,31,27,Master,49,1
Male,45,17,Bachelor,86,1
Female,46,0,PhD,87,1
Male,28,5,High School,57,0
Other,47,28,Diploma,58,0
Other,57,21,Master,55,0
Male,44,8,PhD,92,0
Female,20,28,High School,71,0
Other,18,20,PhD,64,0
Female,49,18,Master,91,1
Female,56,20,Diploma,52,1
Other,38,15,Bachelor,63,0
Female,19,14,Diploma,54,1
Other,27,22,Diploma,83,0
Female,48,1,PhD,71,0
Other,35,26,PhD,54,0
Male,24,7,High School,66,1
Other,22,26,Diploma,58,0
Other,46,28,Master,76,0
Other,21,3,Diploma,77,1
Other,20,17,Bachelor,98,1
Female,30,22,Bachelor,71,0
Male,20,10,High School,64,1
Other,25,21,High School,71,0
Female,21,12,High School,78,0
Male,59,29,Master,79,1
Male,52,15,Master,95,0
Male,29,6,High School,60,0
Male,41,22,Master,80,1
Other,55,3,Bachelor,74,0
Other,36,5,Bachelor,61,0
Female,53,0,High School,76,1
Female,52,27,PhD,50,1
Female,35,16,Diploma,83,0
Male,57,26,PhD,87,1
Male,51,27,Diploma,53,0
Other,42,17,PhD,85,0
Male,24,12,Bachelor,93,1
Male,28,15,PhD,75,0
Male,55,20,Bachelor,99,0
Female,36,22,Bachelor,45,0
Female,52,7,High School,59,0
Other,37,14,PhD,78,0
Male,44,16,High School,57,0
Male,48,12,Master,72,1
Other,42,26,Bachelor,93,1
Male,19,7,Diploma,65,1
Male,46,14,High School,47,0
Female,54,10,High School,78,0
Other,48,9,High School,81,0
Other,59,0,Bachelor,63,0
Other,23,25,PhD,87,0
Other,38,23,Diploma,78,1
Female,50,29,High School,55,0
Female,26,16,High School,80,1
Male,27,13,Bachelor,67,0
Male,39,14,Master,59,0
Male,48,6,High School,45,0
Male,28,27,High School,66,0
Female,36,1,Bachelor,98,1
Other,58,17,Master,81,0
Female,29,11,Bachelor,74,1
Male,55,14,Bachelor,68,1
Female,33,17,Bachelor,43,1
Other,30,5,Master,58,0
Other,55,27,PhD,54,0
Female,30,18,PhD,98,0
Female,32,1,PhD,94,0
Female,35,19,PhD,88,0
Male,33,27,Diploma,98,0
Female,58,7,Diploma,69,1
Female,59,17,Master,87,1
Female,22,25,PhD,75,1
Other,44,14,High School,95,0
Other,19,4,PhD,52,0
Male,58,16,PhD,95,0
Male,44,12,Master,93,1
Other,18,8,PhD,95,0
Other,31,8,High School,52,0
Other,52,21,PhD,52,0
Female,40,5,Master,55,0
Female,39,23,Master,47,1
Other,44,19,Diploma,87,1
Female,42,4,Master,96,0
Female,51,9,PhD,66,0
Male,44,9,Bachelor,88,0
Other,52,4,High School,58,0
Other,38,26,Master,41,1
Female,56,0,Master,72,0
Other,20,3,PhD,65,0
Male,42,2,Diploma,50,0
Male,21,22,Bachelor,62,1
Male,32,3,Master,57,0
Other,20,7,Master,80,1
Other,28,18,High School,99,0
Other,45,14,Diploma,87,0
Other,20,15,Diploma,95,1
Other,35,15,PhD,90,0
Male,26,11,Master,46,1
Female,32,14,Master,44,0
Male,57,12,High School,55,1
Other,25,25,Master,47,0
Male,57,1,Diploma,75,1
Other,31,19,Diploma,89,1
Other,55,13,High School,64,1
Male,30,24,Diploma,94,0
Other,56,6,High School,77,0
Female,27,15,Master,77,1
Other,47,2,PhD,93,0
Female,22,19,Bachelor,49,0
Female,39,26,PhD,85,0
Other,52,18,Diploma,89,0
Male,22,14,High School,99,1
Female,29,3,Bachelor,96,1
Male,52,0,Bachelor,67,0
Female,38,0,PhD,72,0
Other,43,21,Master,42,0
Other,18,25,Bachelor,58,1
Female,27,22,High School,76,1
Other,55,15,PhD,50,0
Female,41,8,High School,68,1
Other,48,0,PhD,70,0
Male,40,23,High School,43,0
Other,38,8,PhD,88,0
Male,19,25,Diploma,71,0
Other,48,12,Bachelor,43,1
Male,19,21,Master,99,1
Other,47,19,Bachelor,52,0
Male,42,11,Master,47,0
Female,36,15,Diploma,92,0
Female,18,4,Bachelor,62,1
Male,54,13,Master,46,1
Other,45,27,High School,88,1
Male,37,16,Diploma,84,0
Other,22,0,Bachelor,98,1
Female,47,27,PhD,41,1
Other,40,11,Diploma,59,0
Female,59,0,Master,92,0
Other,44,4,PhD,54,0
Other,59,12,Bachelor,70,0
Other,18,4,Master,51,1
Male,26,6,High School,63,0
Male,24,27,Bachelor,40,0
Female,43,10,PhD,50,0
Female,33,3,High School,54,0
Male,23,11,Bachelor,70,0
Female,59,25,Diploma,61,0
Male,54,25,Diploma,63,1
Other,29,8,Diploma,71,0
Female,41,23,Bachelor,77,0
Female,34,12,Diploma,81,0
Male,19,3,Bachelor,83,1
Female,48,13,Master,40,0
Female,54,29,Diploma,98,1
Other,59,28,Master,97,0
Female,46,8,Master,40,1
Other,18,25,PhD,79,1
Male,31,7,Master,44,1
Female,57,16,Master,47,0
Other,28,26,High School,49,0
Male,49,26,Diploma,80,1
Female,37,12,High School,62,0
Male,19,28,Bachelor,84,0
Female,48,10,PhD,55,0
Male,22,2,Diploma,73,0
Male,49,12,Master,49,0
Other,26,18,PhD,53,1
Male,58,22,High School,93,0
Female,27,22,Bachelor,46,0
Female,53,16,Master,42,0
Other,43,7,Bachelor,80,1
Female,20,23,PhD,95,0
Female,53,28,PhD,43,0
Female,40,20,Master,62,0
Male,47,6,Diploma,47,0
Male,56,18,PhD,55,0
Female,40,10,PhD,79,0
Other,40,9,Bachelor,63,0
Male,53,9,Diploma,60,0
Other,42,8,Diploma,97,1
Female,37,3,Bachelor,57,0
Female,55,2,High School,57,0
Male,50,9,Bachelor,70,1
Female,50,19,Diploma,77,0
Male,55,13,PhD,56,1
Female,18,24,PhD,72,1
Female,50,18,Diploma,77,0
Male,55,21,High School,49,0
Male,41,4,Bachelor,44,0
Male,26,15,PhD,88,1
Female,48,15,Bachelor,76,0
Female,55,2,Diploma,62,0
Other,45,20,Diploma,58,0
Male,40,17,Diploma,69,0
Female,47,26,High School,42,1
Female,35,13,High School,46,0
Male,43,4,PhD,93,1
Other,50,23,Master,78,0
Male,33,5,Diploma,60,1
Other,46,11,PhD,78,0
Female,33,13,PhD,76,0
Other,50,23,Bachelor,83,0
Female,56,10,Diploma,96,1
Male,55,29,Master,50,0
Male,40,10,PhD,52,0
Male,43,12,High School,93,1
Other,34,7,High School,85,1
Female,55,28,Master,76,0
Male,41,3,PhD,71,0
Male,36,27,Master,61,1
Female,59,28,Diploma,53,0
Male,44,24,Bachelor,48,0
Female,19,14,Master,86,0
Female,25,11,Bachelor,83,1
Female,32,18,Diploma,64,0
Female,58,3,High School,58,0
Female,30,19,PhD,84,0
Other,44,15,Bachelor,97,1
Male,39,9,PhD,48,0
Other,18,28,Master,43,1
Male,22,17,High School,75,0
Other,46,2,Diploma,80,1
Female,32,12,Bachelor,98,1
Male,47,15,High School,67,1
Male,23,12,PhD,93,1
Other,23,21,Bachelor,58,0
Other,40,26,Diploma,45,0
Male,22,12,Bachelor,50,0
Other,39,21,Diploma,87,0
Other,58,8,Master,94,0
Other,37,21,Diploma,70,0
Female,37,29,High School,87,1
Female,56,20,Diploma,60,0
Other,47,10,PhD,47,0
Other,34,16,High School,41,0
Female,40,11,Bachelor,62,1
Female,57,4,Diploma,59,0
Male,30,14,Diploma,88,0
Male,53,1,Master,85,1
Female,59,13,High School,46,0
Other,27,21,High School,71,1
Other,55,18,Diploma,67,0
Other,56,10,Master,56,0
Other,56,28,PhD,83,0
Male,21,24,PhD,73,0
Female,36,7,Diploma,42,0
Other,58,28,High School,44,0
Male,45,13,PhD,88,0
Other,44,15,Master,56,0
Female,40,1,Master,96,1
Male,36,4,Diploma,82,0
Female,33,11,High School,78,1
Female,52,9,PhD,66,0
Male,22,14,Master,96,0
Male,41,12,PhD,55,1
Male,22,23,Diploma,61,1
Male,46,5,PhD,82,0
Male,23,13,Bachelor,68,0
Male,58,9,Bachelor,96,1
Male,58,11,High School,82,0
Other,54,9,Bachelor,89,0
Female,46,20,Master,90,1
Male,50,26,Diploma,60,1
Other,44,9,Bachelor,41,1
Other,52,24,Bachelor,78,0
Other,55,18,High School,97,0
Female,57,17,PhD,75,0
Male,23,2,Bachelor,67,1
Other,27,19,Diploma,57,0
Female,53,2,High School,58,1
Female,24,7,High School,60,0
Female,24,0,High School,60,1
Other,46,20,Master,92,0
Male,33,17,Bachelor,77,0
Other,18,29,High School,40,0
Other,52,13,Diploma,89,0
Male,46,7,Bachelor,44,0
Male,55,18,Bachelor,88,1
Male,30,16,Master,72,0
Female,57,9,Bachelor,40,0
Male,29,13,Bachelor,68,1
Other,40,25,Diploma,71,0
Male,33,10,Master,88,1
Other,31,1,PhD,43,0
Female,33,6,Master,57,0
Other,23,29,Master,86,0
Other,53,11,Master,58,1
Male,41,12,PhD,48,0
Male,44,17,Diploma,89,1
Other,42,15,Bachelor,70,0
Male,57,15,Diploma,97,1
Female,53,3,Diploma,78,0
Female,46,13,High School,59,0
Male,48,18,Master,81,1
Female,20,26,High School,40,0
Male,30,9,High School,81,0
Other,21,22,Master,58,1
Other,28,14,High School,91,0
Female,32,26,Diploma,53,0
Male,19,5,PhD,59,0
Male,32,29,Diploma,72,0
Female,23,3,Bachelor,59,0
Other,30,3,High School,95,0
Female,52,15,Diploma,83,0
Other,57,8,Diploma,44,0
Male,30,21,Diploma,90,0
Other,29,3,High School,91,1
Female,33,13,Diploma,51,0
Male,58,5,Master,53,0
Female,37,10,Bachelor,66,0
Female,57,24,Master,99,0
Other,30,15,Bachelor,71,1
Female,51,29,PhD,95,0
Other,36,27,Bachelor,85,0
Male,44,7,Bachelor,62,1
Other,46,16,High School,81,0
Male,36,20,Diploma,96,0
Other,44,10,Master,69,1
Female,19,9,High School,90,0
Other,57,28,PhD,79,0
Other,56,1,Master,53,1
Male,18,23,Diploma,82,1
Female,31,5,PhD,62,1
Other,25,21,High School,96,1
Female,44,11,Master,40,0
Other,50,19,PhD,45,0
Other,48,10,High School,89,0
Female,47,12,Diploma,95,0
Other,42,25,Diploma,88,0
Female,53,12,Bachelor,74,1
Other,55,28,Master,70,0
Male,18,22,Diploma,97,1
Female,48,11,PhD,51,1
Other,52,10,Master,93,1
Other,38,10,PhD,50,0
Male,51,5,Diploma,50,1
Female,34,15,PhD,75,1
Other,26,6,PhD,68,1
Male,46,29,Master,85,0
Other,25,20,Diploma,40,0
Female,36,7,Diploma,63,1
Other,23,29,Master,85,1
Other,41,10,Bachelor,84,1
Other,23,5,Master,76,0
Other,57,12,High School,56,0
Male,20,6,PhD,43,0
Male,48,11,Bachelor,99,0
Female,48,15,PhD,40,0
Male,29,21,Master,93,1
Male,25,23,Bachelor,65,0
Female,43,1,Master,57,0
Male,43,26,Diploma,83,0
Male,32,17,PhD,41,1
Female,30,17,Bachelor,80,0
Female,39,19,Bachelor,45,0
Female,30,0,Diploma,82,0
Other,26,16,Master,69,1
Other,41,2,Diploma,93,0
Female,20,19,Master,41,1
Female,40,23,High School,65,0
Female,29,5,Diploma,55,0
Other,58,12,PhD,94,0
Other,28,3,Diploma,63,0
Male,36,8,Master,85,1
Male,26,7,High School,92,1
Female,54,28,High School,87,0
Other,27,7,PhD,82,0
Other,26,16,PhD,52,0
Other,50,21,Master,75,1
Female,30,14,Diploma,99,0
Male,37,14,High School,83,0
Female,28,11,High School,85,0
Male,58,7,Master,98,1
Male,46,21,Master,95,0
Female,30,28,Diploma,60,0
Male,31,18,PhD,49,0
Male,26,11,PhD,77,0
Other,59,3,Diploma,74,1
Male,55,8,Bachelor,88,0
Female,36,23,Bachelor,61,0
Female,59,15,Master,84,1
Male,25,13,PhD,73,1
Other,35,24,Bachelor,50,0
Other,51,13,Master,81,0
Male,53,1,High School,91,1
Male,26,5,PhD,46,1
Female,33,25,High School,80,0
Male,22,29,Bachelor,89,0
Other,32,23,PhD,77,1
Male,41,19,Diploma,70,1
Female,56,19,PhD,74,1
Female,42,17,Master,40,0
Female,33,12,Diploma,48,0
Female,59,17,PhD,45,0
Female,39,14,High School,68,0
Male,33,20,Master,79,1
Male,50,18,Bachelor,68,0
Male,22,0,Master,89,0
Male,24,6,Master,49,1
Female,35,14,Diploma,61,0
Other,23,14,Master,97,1
Male,29,9,PhD,68,0
Other,50,18,PhD,49,0
Male,51,0,PhD,91,0
Male,38,28,Bachelor,64,0
Other,35,3,Bachelor,89,0
Female,31,7,Master,63,0
Male,59,28,High School,62,0
Male,47,27,Master,91,1
Male,20,9,High School,44,1
Other,30,29,PhD,83,0
Female,54,17,Bachelor,79,1
Other,36,24,Diploma,91,1
Other,54,4,High School,66,1
Female,30,17,Master,82,0
Other,32,16,PhD,82,0
Female,43,20,High School,89,0
Male,23,3,High School,62,0
Female,44,8,Master,77,1
Male,29,19,Diploma,41,0
Other,42,1,Diploma,52,0
Other,33,6,Bachelor,66,0
Male,33,18,Master,57,1
Other,20,18,Master,95,1
Female,51,21,Bachelor,47,0
Male,41,14,Bachelor,76,0
Other,59,20,Diploma,46,0
Male,40,2,PhD,55,0
Female,47,3,High School,57,0
Female,38,11,Master,55,1
Other,34,29,High School,82,0
Female,35,4,Diploma,90,0
Male,20,6,PhD,69,1
Female,29,12,High School,53,0
Male,33,12,Master,53,0
Male,55,1,High School,55,0
Female,31,5,Bachelor,76,1
Other,44,3,High School,60,0
Female,35,29,Diploma,94,1
Male,37,20,Bachelor,96,0
Male,52,4,Master,47,0
Female,34,9,Diploma,79,1
Other,37,7,Diploma,69,0
Other,23,25,High School,96,0
Male,43,20,High School,44,1
Male,24,9,PhD,52,0
Other,55,4,High School,43,1
Female,29,1,High School,78,0
Male,34,4,Master,45,0
Male,38,16,Bachelor,97,1
Other,23,25,Bachelor,86,1
Female,54,0,Diploma,84,0
Other,42,19,High School,67,0
Female,32,17,Bachelor,57,1
Female,28,20,Diploma,70,0
Female,26,2,Bachelor,61,1
Male,21,10,High School,66,0
Other,20,24,Bachelor,68,1
Other,30,8,Master,74,0
Female,49,5,Diploma,74,0
Male,23,1,Bachelor,77,0
Male,18,27,Bachelor,89,1
Other,59,4,Diploma,52,0
Male,22,11,Master,53,0
Male,19,29,PhD,71,0
Female,39,17,Diploma,55,0
Male,49,7,Diploma,71,0
Female,58,24,Bachelor,45,0
Other,24,4,Master,80,0
Male,38,11,Master,87,0
Other,34,7,Diploma,80,0
Other,37,22,PhD,84,1
Male,18,21,PhD,55,0
Male,49,22,Diploma,98,0
Other,57,8,High School,47,0
Male,49,0,Bachelor,75,1
Female,37,12,Diploma,61,0
Female,27,0,Master,79,0
Male,23,19,Diploma,60,0
Other,58,2,Diploma,81,0
Male,50,10,High School,53,1
Male,27,11,High School,90,1
Other,42,8,Master,49,0
Other,41,25,High School,73,0
Female,48,8,Diploma,52,0
Other,46,8,PhD,92,0
Female,29,22,Diploma,70,1
Other,54,12,Diploma,82,0
Male,59,14,Master,78,0
Female,26,9,Diploma,57,0
Female,46,16,PhD,72,0
Female,20,22,PhD,53,0
Male,21,9,PhD,76,1
Male,38,9,Master,98,1
Male,23,24,Master,47,0
Male,19,7,PhD,54,1
Male,54,29,PhD,64,1
Female,37,20,Bachelor,85,0
Male,50,29,PhD,69,0
Female,31,5,High School,77,1
Male,37,24,High School,75,1
Other,19,22,High School,78,0
Female,24,14,PhD,40,0
Other,54,21,Diploma,83,0
Female,29,14,Master,61,0
Other,33,26,Diploma,53,0
Male,34,17,High School,75,0
Male,48,20,Bachelor,95,0
Male,24,13,Diploma,55,0
Female,43,22,High School,50,0
Other,18,2,PhD,81,1
Male,19,13,Bachelor,41,0
Other,48,10,High School,40,1
Other,37,1,High School,79,0
Male,54,10,PhD,60,0
Male,50,20,High School,85,0
Other,30,14,Master,43,0
Male,18,21,High School,98,1
Male,50,5,PhD,65,1
Male,20,10,High School,92,0
Female,54,27,High School,84,1
Other,36,21,Bachelor,58,0
Other,57,22,Diploma,80,0
Female,49,8,Bachelor,52,1
Other,22,22,Bachelor,91,0
Male,54,0,Master,84,0
Other,23,0,PhD,63,1
Male,53,24,Master,99,1
Female,54,2,Master,78,1
Male,30,23,Bachelor,55,1
Other,29,16,High School,91,1
Other,23,3,High School,46,0
Other,47,18,Diploma,68,0
Female,54,10,PhD,84,0
Female,45,22,Master,72,0
Other,27,18,Master,77,1
Male,45,4,Diploma,52,0
Female,23,12,High School,54,0
Other,26,17,Master,55,0
Other,41,14,Master,87,1
Female,35,2,Diploma,91,0
Female,21,0,Master,88,0
Female,40,29,High School,85,1
Male,44,11,Bachelor,97,0
Male,21,27,High School,91,0
Other,30,18,Diploma,70,0
Female,28,7,PhD,53,0
Male,28,28,Bachelor,84,1
Female,36,28,PhD,48,0
Other,50,18,PhD,72,0
Male,31,0,Master,74,0
Male,30,21,Bachelor,92,1
Male,24,0,Master,56,1
Other,50,12,Bachelor,71,1
Female,49,18,Diploma,64,0
Male,54,1,High School,74,0
Other,25,10,Diploma,66,0
Female,51,2,PhD,56,1
Other,36,28,Diploma,45,0
Female,53,25,Diploma,58,0
Other,51,29,PhD,74,0
Female,53,9,Bachelor,58,1
Male,23,1,Bachelor,63,0
Female,18,16,High School,82,0
Other,47,10,Master,85,1
Other,32,4,Master,69,0
Female,26,3,Bachelor,42,1
Male,46,16,PhD,43,0
Male,19,28,Bachelor,84,1
Female,47,28,Master,43,0
Female,21,2,PhD,99,1
Other,36,25,Master,45,1
Male,37,27,Diploma,86,0
Female,22,4,PhD,69,0
Male,26,6,Bachelor,66,1
Female,37,29,Master,64,1
Female,33,16,PhD,78,1
Male,37,8,Bachelor,88,0
Female,37,6,Master,89,0
Female,43,2,PhD,83,1
Other,56,25,Master,63,1
Female,50,20,PhD,49,0
Female,29,4,Master,78,1
Female,38,22,Diploma,53,0
Other,40,1,Master,91,0
Male,37,19,Bachelor,42,0
Other,40,20,PhD,46,0
Other,23,18,Diploma,50,0
Male,29,15,Bachelor,58,0
Other,52,24,Bachelor,83,1
Male,25,6,Diploma,51,0
Other,44,7,High School,61,1
Male,33,25,Master,84,1
Female,49,1,Bachelor,89,0
Other,46,21,Diploma,46,0
